run_id,run_description,adsorbent,adsorbent_mass,adsorbent_mass_units,adsorbate,adsorbate_mass,adsorbate_mass_units,temperature_units,pressure_units,adsorption_units,temperature,pressure,adsorption,uncertainty,branch,notes
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.4901,5.15,9,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.5228,5.27,5,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.5475,5.39,8,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.5661,5.50,1,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.5806,5.59,3,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.5923,5.64,6,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.6134,5.74,0,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.6464,5.91,7,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.6849,6.11,7,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.7205,6.32,5,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.7576,6.63,8,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.7799,6.91,7,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.7967,7.10,1,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8243,7.42,7,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8429,7.75,9,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8671,8.21,1,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8756,8.46,9,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8815,8.60,8,A,Saturation
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8767,8.47,0,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8651,8.25,9,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8489,7.93,7,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8285,7.59,5,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.8052,7.21,0,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.7858,6.97,8,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.7609,6.72,3,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,1.0422,2.30,9,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,1.2347,2.47,7,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,0.582,1.78,0,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,-0.359,1.22,5,D,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,0.875,2.08,3,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,1.4005,2.73,3,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,1.6281,3.07,0,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,1.7410,3.28,9,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,1.8463,3.51,8,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,1.9043,3.62,8,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.0099,3.85,0,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.0615,3.98,1,A,
6,Boundary Isotherm,Vycor Glass,61.6,mg,CO2,44.01,g/mol,K,log10(mmHg),mg,194.64,2.1655,4.20,1,A,
